make,model,year,mileage,fuelType,engineCapacity,price
Volkswagen,Golf,2008,168 000 km,Benzina,1 390 cm3,4 499
Volkswagen,Passat,2007,200 000 km,Diesel,2 000 cm3,3 599
Volvo,XC,2016,128 785 km,Diesel,1 969 cm3,17 798
Skoda,Octavia,2007,252 000 km,Diesel,1 896 cm3,3 599
Ford,Focus,2009,255 000 km,Diesel,1 560 cm3,3 599
Seat,Exeo,2009,196 000 km,Diesel,2 000 cm3,5 999
BMW,Seria 5,2010,249 000 km,Diesel,2 993 cm3,12 999
BMW,Seria 6,2015,129 000 km,Diesel,3 000 cm3,29 999
Audi,A4,2016,44 000 km,Diesel,1 968 cm3,19 900
Renault,Trafic,2009,276 000 km,Diesel,1 997 cm3,5 301
BMW,X3,2015,175 000 km,Diesel,1 995 cm3,16 480
Ford,Kuga,2017,159 000 km,Diesel,1 997 cm3,13 980
Opel,Astra,2018,158 000 km,Diesel,1 598 cm3,8 850
Volvo,V60,2016,109 268 km,Diesel,1 969 cm3,13 799
Skoda,Octavia,2015,180 000 km,Diesel,1 600 cm3,7 000
Ford,Fiesta,2011,182 000 km,Benzina,1 300 cm3,3 699
Mercedes-Benz,C,2016,60 000 km,Diesel,1 598 cm3,18 800
BMW,Seria 4,2016,177 000 km,Diesel,1 995 cm3,16 450
Opel,Antara,2014,43 768 km,Diesel,2 231 cm3,10 800
Land,Rover,2019,35 000 km,Diesel,2 993 cm3,75 922
Nissan,X-Trail,2015,109 281 km,Diesel,1 598 cm3,14 280
Mercedes-Benz,C,2016,87 000 km,Benzina,1 991 cm3,23 500
Audi,A3,2006,187 160 km,Diesel,1 996 cm3,4 499
Renault,Megane,2006,179 370 km,Diesel,1 900 cm3,2 999
Ford,C-MAX,2010,166 000 km,Diesel,1 560 cm3,4 100
Opel,Corsa,2012,219 463 km,Diesel,1 300 cm3,4 599
Volkswagen,Tiguan,2013,213 085 km,Diesel,1 968 cm3,10 950
Volvo,S90,2017,123 000 km,Diesel,1 969 cm3,27 899
Opel,Astra,2007,289 000 km,Diesel,1 900 cm3,2 599
Renault,Megane,2009,262 000 km,Benzina,1 600 cm3,3 499
BMW,Seria 5,2017,150 000 km,Diesel,1 995 cm3,21 400
BMW,X3,2015,182 000 km,Diesel,1 995 cm3,19 990
Land,Rover,2017,91 150 km,Diesel,1 999 cm3,19 900
Citroën,DS5,2016,199 900 km,Diesel,1 997 cm3,12 013
Volkswagen,Tiguan,2011,228 000 km,Diesel,1 968 cm3,8 990
Skoda,Octavia,2007,246 446 km,Diesel,1 900 cm3,4 699
Opel,Zafira,2013,283 000 km,Diesel,1 956 cm3,6 999
Renault,Kadjar,2017,106 000 km,Diesel,1 461 cm3,11 900
Volkswagen,Golf,2009,161 000 km,Benzina,1 400 cm3,4 299
Mercedes-Benz,C,2015,199 000 km,Diesel,1 598 cm3,14 500
Mercedes-Benz,C,2016,104 870 km,Benzina,1 991 cm3,26 100
Audi,A4,2011,95 000 km,Benzina,1 798 cm3,7 499
Volkswagen,Touran,2009,220 000 km,Diesel,1 896 cm3,4 799
Volkswagen,Golf,2005,215 000 km,Diesel,1 968 cm3,4 299
Peugeot,3008,2010,182 514 km,Diesel,1 600 cm3,5 399
BMW,Seria 3,2010,220 000 km,Diesel,1 995 cm3,6 990
Ford,Mondeo,2012,200 000 km,Diesel,1 596 cm3,6 200
BMW,X6,2012,296 000 km,Diesel,2 993 cm3,15 999
Audi,A4,2009,227 000 km,Diesel,1 968 cm3,6 499
Volkswagen,Touran,2016,159 264 km,Diesel,1 598 cm3,12 289
Audi,A7,2015,87 000 km,Diesel,2 997 cm3,30 000
Skoda,Octavia,2016,149 169 km,Diesel,1 598 cm3,9 282
Skoda,Octavia,2016,149 169 km,Diesel,1 598 cm3,9 282
Volkswagen,Golf,2010,205 000 km,Diesel,1 598 cm3,5 199
Mitsubishi,ASX,2016,222 000 km,Diesel,2 268 cm3,11 999
Volkswagen,Scirocco,2009,188 000 km,Benzina,1 390 cm3,6 599
Dacia,Logan,2016,74 215 km,Diesel,1 461 cm3,6 604
Dacia,Logan,2016,94 625 km,Diesel,1 461 cm3,6 723
Ford,Focus,2009,277 000 km,Diesel,2 000 cm3,3 999
Volkswagen,Touran,2009,220 000 km,Diesel,1 896 cm3,4 799
Audi,A4,2009,270 000 km,Diesel,1 997 cm3,6 490
Opel,Insignia,2009,270 000 km,Diesel,2 000 cm3,5 799
Mazda,6,2009,194 000 km,Diesel,2 184 cm3,4 999
Opel,Astra,2007,163 000 km,Diesel,1 700 cm3,2 999
Skoda,Yeti,2013,252 000 km,Diesel,1 968 cm3,7 799
Volkswagen,Passat,2007,250 000 km,Diesel,2 000 cm3,4 299
Volkswagen,Touran,2007,228 000 km,Diesel,1 900 cm3,4 299
Audi,A6,2007,280 000 km,Diesel,2 698 cm3,4 999
Audi,A4,2016,118 198 km,Diesel,1 968 cm3,20 450
Peugeot,5008,2015,175 800 km,Diesel,1 600 cm3,6 990
Audi,A3,2005,281 000 km,Diesel,1 900 cm3,3 799
Volkswagen,Golf,2013,237 000 km,Diesel,1 598 cm3,5 799
BMW,X3,2016,112 000 km,Diesel,1 995 cm3,23 300
Audi,A4,2016,87 231 km,Diesel,1 968 cm3,20 150
Audi,A4,2011,95 000 km,Benzina,1 798 cm3,7 499
BMW,X1,2011,195 000 km,Diesel,1 995 cm3,9 300
Skoda,Fabia,2007,179 062 km,Diesel,1 900 cm3,2 799
Volkswagen,Golf,2004,200 km,Benzina,1 600 cm3,3 599
Volkswagen,Golf,2015,187 487 km,Hibrid,1 395 cm3,14 863
Audi,A5,2010,200 000 km,Benzina,1 798 cm3,8 999
Mercedes-Benz,C,2008,172 000 km,Benzina,1 800 cm3,6 799
Audi,A3,2009,262 000 km,Benzina,1 595 cm3,6 299
Volkswagen,Golf,2009,188 000 km,Diesel,1 968 cm3,5 499
Audi,A6,2005,293 000 km,Diesel,3 000 cm3,5 899
Audi,A4,2009,214 000 km,Benzina,1 798 cm3,6 999
Volkswagen,Golf,2013,185 000 km,Benzina,1 197 cm3,7 499
Opel,Astra,2018,138 000 km,Diesel,1 598 cm3,8 700
Land,Rover,2020,5 000 km,Benzina,2 995 cm3,71 281
Renault,Kadjar,2016,152 000 km,Diesel,1 598 cm3,11 999
BMW,X1,2016,180 000 km,Diesel,1 995 cm3,16 499
Skoda,Octavia,2017,146 000 km,Diesel,1 598 cm3,8 890
Opel,Astra,2006,224 000 km,Diesel,1 900 cm3,2 499
Volkswagen,Passat,2006,215 000 km,Benzina + GPL,1 600 cm3,3 499
Audi,A4,2009,279 000 km,Diesel,2 000 cm3,6 299
Opel,Astra,2011,216 000 km,Benzina,1 400 cm3,4 499
Mercedes-Benz,A,2020,14 km,Benzina,1 991 cm3,46 398
Volkswagen,Golf,2010,150 000 km,Benzina,1 390 cm3,6 230
Opel,Insignia,2009,186 000 km,Diesel,2 000 cm3,4 999
Opel,Zafira,2009,268 000 km,Diesel,1 900 cm3,3 599
BMW,Seria 3,2006,206 000 km,Benzina,1 995 cm3,4 999
Opel,Meriva,2004,89 000 km,Benzina,1 598 cm3,3 299
Ford,Galaxy,2007,224 000 km,Diesel,2 000 cm3,4 399
Audi,A5,2018,49 000 km,Benzina,1 984 cm3,50 999
Volvo,XC,2016,189 000 km,Diesel,1 969 cm3,23 999
Volkswagen,Passat,2006,238 000 km,Diesel,1 968 cm3,4 399
Volkswagen,Touran,2008,276 000 km,Diesel,1 968 cm3,4 799
Toyota,Aygo,2008,181 000 km,Benzina,998 cm3,3 999
BMW,X4,2016,177 090 km,Diesel,2 993 cm3,26 850
Volkswagen,Passat,2011,270 000 km,Diesel,1 600 cm3,7 799
Audi,A4,2009,284 100 km,Diesel,1 984 cm3,7 799
Toyota,Avensis,2005,270 000 km,Diesel,2 200 cm3,2 699
Mazda,3,2007,204 000 km,Diesel,1 600 cm3,2 599
Opel,Corsa,2010,169 000 km,Diesel,1 300 cm3,3 499
Audi,A4,2017,187 541 km,Diesel,1 968 cm3,17 390
Toyota,Yaris,2014,141 900 km,Hibrid,1 497 cm3,10 103
Volkswagen,Golf,2010,200 000 km,Diesel,1 996 cm3,5 499
Ford,Ranger,2020,1 km,Diesel,1 995 cm3,41 531
Ford,Focus,2011,218 214 km,Diesel,1 600 cm3,6 100
Renault,Megane,2016,200 130 km,Diesel,1 461 cm3,7 100
Volkswagen,Passat,2011,240 000 km,Diesel,1 600 cm3,6 499
Audi,A4,2009,320 000 km,Benzina,1 800 cm3,6 999
Mini,Cooper,2008,264 000 km,Benzina,1 400 cm3,3 999
Volvo,V50,2005,324 000 km,Diesel,1 600 cm3,2 599
Ford,Fiesta,2009,209 000 km,Diesel,1 600 cm3,3 999
Audi,A4,2017,97 050 km,Diesel,1 968 cm3,17 800
Suzuki,SX4,2008,157 000 km,Diesel,1 900 cm3,4 499
Volkswagen,Polo,2005,212 000 km,Benzina,1 400 cm3,1 999
Audi,A4,2009,248 000 km,Benzina,2 000 cm3,6 999
Opel,Corsa,2007,174 000 km,Benzina,1 400 cm3,3 499
BMW,Seria 7,2009,308 000 km,Diesel,3 000 cm3,9 999
BMW,X1,2012,215 000 km,Diesel,2 000 cm3,8 999
BMW,Seria 3,2012,190 000 km,Diesel,2 000 cm3,6 999
Opel,Astra,2012,248 000 km,Diesel,1 700 cm3,4 699
BMW,Seria 3,2011,208 000 km,Diesel,2 000 cm3,5 499
Volkswagen,Golf,2009,199 000 km,Benzina,1 400 cm3,5 299
Audi,A4,2016,134 207 km,Diesel,1 968 cm3,19 950
Volkswagen,Tiguan,2014,154 000 km,Diesel,1 968 cm3,13 099
Dacia,Sandero,2019,6 km,Benzina,900 cm3,9 110
BMW,X5,2017,48 000 km,Diesel,1 995 cm3,38 900
Volkswagen,Polo,2009,168 993 km,Benzina,1 390 cm3,3 399
Renault,Captur,2014,196 904 km,Diesel,1 461 cm3,8 399
Fiat,Doblo,2008,231 595 km,Benzina,1 400 cm3,3 499
Volkswagen,Sharan,2004,222 491 km,Diesel,1 900 cm3,3 999
Audi,A1,2014,221 861 km,Diesel,1 600 cm3,7 999
BMW,X1,2010,250 000 km,Diesel,1 995 cm3,8 989
Volkswagen,Tiguan,2008,193 000 km,Diesel,2 000 cm3,6 999
Renault,Talisman,2016,139 800 km,Benzina,1 618 cm3,14 863
Opel,Meriva,2012,193 059 km,Diesel,1 300 cm3,4 999
Volkswagen,Golf,2016,103 376 km,Diesel,1 598 cm3,9 899
BMW,X3,2016,72 171 km,Benzina,1 997 cm3,29 738
Opel,Insignia,2017,206 000 km,Diesel,2 000 cm3,9 499
Ford,EcoSport,2015,158 000 km,Diesel,1 500 cm3,8 999
Mazda,2,2016,104 656 km,Benzina,1 496 cm3,8 296
Renault,Megane,2011,200 000 km,Diesel,1 461 cm3,4 500
Audi,A6,2014,191 150 km,Diesel,1 968 cm3,11 999
Volvo,XC,2009,230 327 km,Diesel,2 400 cm3,9 999
Volkswagen,Phaeton,2011,185 000 km,Diesel,2 967 cm3,11 950
Skoda,Octavia,2011,198 000 km,Diesel,1 968 cm3,5 750
Skoda,Octavia,2011,175 900 km,Benzina,1 390 cm3,5 850
Skoda,Octavia,2009,236 900 km,Benzina,1 390 cm3,4 750
Mercedes-Benz,C,2017,145 062 km,Diesel,2 143 cm3,22 900
Volkswagen,Passat,2010,224 500 km,Diesel,1 968 cm3,3 950
Skoda,Octavia,2009,210 000 km,Diesel,1 896 cm3,4 850
Volkswagen,Passat,2012,142 300 km,Diesel,1 968 cm3,11 900
Skoda,Octavia,2013,229 000 km,Benzina,1 390 cm3,5 550
BMW,Seria 5,2017,54 500 km,Diesel,2 000 cm3,23 900
Opel,Antara,2012,178 000 km,Diesel,2 231 cm3,7 990
BMW,X6,2016,160 500 km,Diesel,2 993 cm3,33 400
Dacia,Lodgy,2013,117 000 km,Benzina,1 200 cm3,5 999
Audi,A4,2009,257 000 km,Benzina,2 000 cm3,6 799
Volkswagen,Golf,2006,235 000 km,Diesel,2 000 cm3,3 499
Skoda,Kodiaq,2017,48 016 km,Diesel,1 968 cm3,32 400
Audi,A4,2009,247 000 km,Benzina,1 800 cm3,6 999
Dacia,Sandero,2013,145 000 km,Benzina,1 200 cm3,3 999
Audi,A4,2009,244 000 km,Diesel,2 000 cm3,6 799
Ford,Galaxy,2009,227 000 km,Diesel,2 000 cm3,4 999
Volkswagen,Passat,2010,233 000 km,Benzina,1 800 cm3,7 499
Mazda,CX-7,2011,200 000 km,Diesel,2 184 cm3,7 490
BMW,Seria 3,2007,246 000 km,Benzina,2 000 cm3,3 999
Audi,A4,2008,221 000 km,Diesel,2 000 cm3,3 999
Volkswagen,Passat,2008,237 000 km,Diesel,2 000 cm3,4 299
Volkswagen,Golf,2017,101 191 km,Diesel,1 598 cm3,12 999
Nissan,Qashqai,2008,160 000 km,Benzina,1 600 cm3,5 299
Audi,A6,2005,199 000 km,Benzina,2 400 cm3,4 499
Audi,A3,2009,247 000 km,Diesel,2 000 cm3,6 299
Ford,S-Max,2008,199 758 km,Diesel,1 796 cm3,2 850
Opel,Insignia,2017,175 000 km,Diesel,1 598 cm3,9 500
Renault,Laguna,2012,190 000 km,Diesel,1 461 cm3,6 250
Audi,A5,2010,99 000 km,Benzina,1 798 cm3,9 700
BMW,Seria 1,2009,229 000 km,Diesel,1 995 cm3,6 500
Ford,Kuga,2011,229 000 km,Diesel,1 997 cm3,8 500
Land,Rover,2016,138 000 km,Diesel,2 993 cm3,33 201
Volkswagen,Golf,2014,86 500 km,Diesel,1 598 cm3,13 999
Skoda,Octavia,2017,108 168 km,Diesel,1 968 cm3,14 999
Volkswagen,Passat,2016,48 163 km,Diesel,1 968 cm3,14 899
Volkswagen,Passat,2017,66 832 km,Diesel,1 968 cm3,16 799
BMW,M5,2015,88 670 km,Diesel,2 993 cm3,26 999
Volkswagen,Tiguan,2017,172 202 km,Diesel,1 968 cm3,16 799
BMW,Seria 5,2016,41 994 km,Diesel,1 995 cm3,21 799
Volkswagen,Golf,2016,112 348 km,Diesel,1 598 cm3,9 799
Skoda,Fabia,2017,97 326 km,Diesel,1 422 cm3,7 499
BMW,Seria 5,2018,30 482 km,Diesel,2 993 cm3,39 499
Volkswagen,Golf,2018,66 986 km,Diesel,1 968 cm3,15 899
Mercedes-Benz,GL,2015,59 262 km,Benzina,2 996 cm3,35 999
Volkswagen,Jetta,2016,114 813 km,Diesel,1 968 cm3,9 899
Mercedes-Benz,GLE,2018,42 749 km,Diesel,2 987 cm3,47 498
Ford,Focus,2016,96 929 km,Benzina,1 499 cm3,10 799
Volkswagen,Passat,2016,169 951 km,Diesel,1 968 cm3,11 999
Audi,Q2,2017,80 540 km,Diesel,1 968 cm3,20 798
Ford,Focus,2016,131 916 km,Benzina,1 499 cm3,9 999
BMW,Seria 1,2016,105 972 km,Diesel,1 995 cm3,12 899
Volkswagen,Touran,2017,106 078 km,Diesel,1 598 cm3,11 900
Audi,A4,2018,84 069 km,Diesel,1 968 cm3,24 999
Kia,Sportage,2016,100 048 km,Diesel,1 995 cm3,13 999
Skoda,Octavia,2017,86 793 km,Diesel,1 968 cm3,15 899
Mercedes-Benz,C,2018,36 112 km,Diesel,2 143 cm3,25 894
Mercedes-Benz,GLE,2018,79 553 km,Diesel,2 987 cm3,49 899
Land,Rover,2018,68 302 km,Diesel,2 993 cm3,69 899
Volvo,S60,2015,106 418 km,Diesel,1 969 cm3,11 999
Volkswagen,Passat,2016,57 606 km,Diesel,1 968 cm3,16 499
Opel,Mokka,2018,61 148 km,Benzina,1 364 cm3,14 899
Volkswagen,Golf,2017,75 038 km,Diesel,1 598 cm3,13 999
Opel,Insignia,2015,100 278 km,Diesel,1 956 cm3,11 490
Volkswagen,Tiguan,2015,114 000 km,Diesel,1 968 cm3,14 570
Mercedes-Benz,S,2018,24 300 km,Diesel,2 995 cm3,61 047
Mazda,3,2012,186 576 km,Diesel,1 560 cm3,6 250
Skoda,Octavia,2016,191 438 km,Diesel,1 568 cm3,8 890
Hyundai,i20,2019,55 000 km,Benzina,1 248 cm3,7 973
Hyundai,Tucson,2018,129 900 km,Diesel,1 698 cm3,13 990
Volkswagen,Tiguan,2013,198 700 km,Diesel,1 968 cm3,9 500
Skoda,Kodiaq,2019,9 000 km,Diesel,1 968 cm3,39 900
Volkswagen,Touran,2005,250 000 km,Diesel,1 968 cm3,2 850
Volvo,S60,2020,7 500 km,Benzina,1 999 cm3,34 900
Peugeot,3008,2017,148 285 km,Diesel,1 560 cm3,18 500
Hyundai,ix35,2015,105 500 km,Diesel,1 995 cm3,12 495
Skoda,RAPID,2019,40 000 km,Benzina,998 cm3,8 925
Ford,Transit,2018,115 000 km,Diesel,1 995 cm3,20 587
Opel,Combo,2018,90 000 km,Benzina,1 398 cm3,8 746
BMW,Seria 5,2010,259 km,Diesel,2 993 cm3,9 800
Audi,Q5,2017,105 000 km,Diesel,1 968 cm3,35 999
Mercedes-Benz,GL,2013,177 000 km,Diesel,2 987 cm3,30 821
Volkswagen,Golf,2009,159 000 km,Benzina,1 598 cm3,5 850
Volvo,S90,2017,173 000 km,Diesel,1 969 cm3,20 999
Audi,Q5,2016,212 000 km,Diesel,1 968 cm3,16 500
Mercedes-Benz,GLC,2017,119 800 km,Diesel,2 143 cm3,31 999
Audi,A4,2014,219 000 km,Diesel,2 000 cm3,10 300
Nissan,Qashqai,2018,139 900 km,Diesel,1 598 cm3,14 990
BMW,X5,2019,32 386 km,Diesel,2 993 cm3,72 999
Porsche,Cayenne,2018,65 357 km,Diesel,4 134 cm3,49 999
Land,Rover,2015,198 000 km,Diesel,2 993 cm3,36 990
Land,Rover,2006,346 000 km,Diesel,2 698 cm3,7 666
Nissan,Qashqai,2018,139 900 km,Diesel,1 598 cm3,14 990
BMW,Seria 5,2014,136 932 km,Benzina,1 997 cm3,15 800
Audi,A3,2012,164 000 km,Benzina,1 197 cm3,6 850
Ford,Tourneo,2016,207 000 km,Diesel,1 600 cm3,6 999
Nissan,Qashqai,2018,139 900 km,Diesel,1 598 cm3,14 990
Audi,A6,2016,174 204 km,Diesel,2 998 cm3,24 395
Audi,Q5,2013,178 000 km,Diesel,1 998 cm3,16 300
Volvo,S90,2017,114 067 km,Diesel,1 969 cm3,26 168
Volkswagen,Passat,2017,177 000 km,Diesel,2 000 cm3,11 490
BMW,X5,2014,119 490 km,Diesel,2 993 cm3,33 899
Audi,A6,2016,173 700 km,Diesel,1 998 cm3,22 610
BMW,Seria 3,2014,178 000 km,Diesel,1 995 cm3,15 750
Opel,Mokka,2016,172 000 km,Diesel,1 598 cm3,8 850
Volkswagen,Passat,2014,123 269 km,Benzina,2 000 cm3,12 799
Audi,A4,2013,206 260 km,Diesel,1 968 cm3,10 200
BMW,ALPINA,2008,165 000 km,Benzina,4 400 cm3,21 000
Renault,Kadjar,2016,160 866 km,Diesel,1 598 cm3,10 990
Audi,A7,2014,169 000 km,Diesel,2 967 cm3,16 850
BMW,Seria 7,2020,4 955 km,Diesel,2 993 cm3,89 999
BMW,Seria 5,2011,240 000 km,Diesel,1 995 cm3,10 700
Opel,Astra,2016,91 000 km,Diesel,1 569 cm3,6 999
Audi,A6,2013,207 000 km,Diesel,1 968 cm3,10 350
Nissan,Qashqai,2011,178 468 km,Diesel,1 461 cm3,6 750
BMW,Seria 3,2016,169 000 km,Diesel,2 000 cm3,13 900
Kia,Sorento,2013,167 000 km,Diesel,2 199 cm3,12 500
BMW,Seria 5,2013,136 000 km,Diesel,1 995 cm3,15 900
Volkswagen,Touareg,2012,179 500 km,Diesel,2 998 cm3,12 699
Renault,Kadjar,2017,127 000 km,Diesel,1 600 cm3,13 690
Volkswagen,Passat,2010,224 000 km,Diesel,1 986 cm3,4 250
Volkswagen,Touareg,2013,49 000 km,Diesel,2 967 cm3,19 799
Opel,Zafira,2006,218 000 km,Diesel,1 910 cm3,2 690
Audi,A4,2011,240 000 km,Diesel,2 000 cm3,7 299
Volkswagen,Golf,2008,240 800 km,Diesel,2 000 cm3,2 690
Volkswagen,Sharan,2009,203 000 km,Diesel,1 896 cm3,4 450
Ford,Fiesta,2013,99 950 km,Benzina,998 cm3,6 990
Smart,Forfour,2006,176 000 km,Benzina,1 332 cm3,1 990
Mercedes-Benz,E,2016,149 200 km,Diesel,1 950 cm3,25 900
Volkswagen,Passat,2012,223 000 km,Diesel,2 000 cm3,8 000
Renault,Grand,2014,197 652 km,Diesel,1 461 cm3,6 500
Seat,Leon,2016,57 500 km,Benzina,1 984 cm3,21 990
BMW,Seria 3,2005,298 000 km,Diesel,1 995 cm3,3 199
Audi,A4,2016,194 794 km,Diesel,1 968 cm3,13 989
Hyundai,Azera,2014,115 354 km,Benzina,2 539 cm3,20 900
Ford,Mustang,2017,56 000 km,Benzina,2 261 cm3,26 900
Audi,Q7,2017,56 000 km,Diesel,2 967 cm3,47 700
BMW,Seria 7,2013,250 000 km,Diesel,3 000 cm3,19 900
Skoda,Superb,2016,122 044 km,Diesel,1 968 cm3,16 989
Land,Rover,2015,66 538 km,Diesel,2 993 cm3,53 500
Ford,Mondeo,2016,184 000 km,Diesel,1 990 cm3,8 700
Citroën,C4,2007,270 000 km,Diesel,1 560 cm3,2 499
Audi,Q5,2013,221 700 km,Diesel,2 967 cm3,20 900
BMW,Seria 7,2016,161 000 km,Diesel,2 993 cm3,37 960
Volkswagen,Passat,2016,206 800 km,Diesel,1 968 cm3,16 990
Volkswagen,Passat,2017,166 000 km,Diesel,1 968 cm3,12 799
Volkswagen,Golf,2013,155 200 km,Benzina,1 197 cm3,6 980
Volkswagen,Golf,2017,149 800 km,Diesel,1 598 cm3,9 490
Porsche,Cayenne,2016,185 000 km,Benzina,3 600 cm3,45 220
BMW,X4,2015,194 000 km,Diesel,1 995 cm3,24 999
BMW,Seria 3,2017,150 000 km,Diesel,1 995 cm3,17 990
BMW,X1,2016,150 000 km,Diesel,1 995 cm3,15 890
Audi,A6,2015,185 000 km,Diesel,3 000 cm3,28 500
Renault,Talisman,2017,160 000 km,Benzina,1 618 cm3,14 490
Renault,Megane,2013,211 342 km,Diesel,1 461 cm3,5 450
Volkswagen,ARTEON,2020,2 km,Diesel,1 968 cm3,40 500
Volkswagen,T-ROC,2020,5 km,Benzina,999 cm3,19 800
Hyundai,Tucson,2018,114 900 km,Diesel,1 698 cm3,15 490
Audi,A6,2016,166 336 km,Diesel,2 967 cm3,24 990
Volkswagen,Tiguan,2018,190 000 km,Diesel,1 998 cm3,18 990
Land,Rover,2017,169 000 km,Diesel,1 999 cm3,22 500
Volkswagen,Passat,2016,164 100 km,Diesel,1 968 cm3,11 990
BMW,X1,2010,218 000 km,Diesel,1 995 cm3,9 300
Audi,A4,2016,184 000 km,Benzina,1 984 cm3,19 600
BMW,Seria 3,2015,178 000 km,Diesel,2 000 cm3,15 850
Volkswagen,Tiguan,2009,223 200 km,Diesel,1 968 cm3,7 999
BMW,Seria 5,2014,198 500 km,Diesel,2 989 cm3,14 999
Volkswagen,Golf,2010,190 000 km,Benzina,1 389 cm3,5 100
BMW,Seria 3,2007,260 000 km,Diesel,1 995 cm3,4 900
Skoda,Octavia,2016,158 000 km,Diesel,1 598 cm3,11 350
BMW,Seria 1,2007,224 000 km,Diesel,1 995 cm3,3 650
BMW,Seria 3,2008,229 000 km,Diesel,1 995 cm3,5 999
Mitsubishi,Outlander,2014,196 911 km,Diesel,2 198 cm3,10 600
Volkswagen,Passat,2014,96 723 km,Benzina,1 984 cm3,14 798
BMW,Seria 3,2008,254 400 km,Diesel,1 995 cm3,5 699
Opel,Astra,2017,161 000 km,Diesel,1 598 cm3,9 390
BMW,X6,2011,207 000 km,Diesel,2 993 cm3,16 500
Citroën,C4,2014,199 999 km,Diesel,1 560 cm3,8 199
Volkswagen,Touran,2017,186 111 km,Diesel,1 968 cm3,12 980
Suzuki,Grand,2008,219 000 km,Diesel,1 900 cm3,5 700
Renault,Talisman,2016,127 730 km,Diesel,1 598 cm3,12 990
BMW,Seria 5,2011,258 000 km,Diesel,2 993 cm3,12 900
Audi,A4,2009,178 000 km,Diesel,1 968 cm3,8 900
Porsche,Cayenne,2014,185 000 km,Diesel,3 000 cm3,21 500
Ford,Transit,2018,240 000 km,Diesel,1 996 cm3,14 990
BMW,Seria 6,2014,140 000 km,Diesel,2 993 cm3,26 990
Peugeot,4007,2011,137 000 km,Diesel,2 180 cm3,7 800
Renault,Kadjar,2016,187 664 km,Diesel,1 461 cm3,12 490
Renault,Megane,2012,131 000 km,Diesel,1 461 cm3,5 700
Kia,Sportage,2016,54 620 km,Diesel,1 995 cm3,24 000
Mazda,CX-5,2013,130 000 km,Diesel,2 191 cm3,10 990
Volkswagen,Touran,2007,228 000 km,Diesel,1 896 cm3,4 000
BMW,Seria 3,2012,136 000 km,Diesel,1 995 cm3,15 300
Volkswagen,Multivan,2006,366 000 km,Diesel,2 500 cm3,7 990
Mazda,6,2009,236 000 km,Diesel,1 998 cm3,4 690
Ford,Mondeo,2010,220 000 km,Diesel,2 132 cm3,4 999
BMW,Seria 2,2016,144 000 km,Diesel,1 995 cm3,12 700
Dacia,Duster,2012,199 000 km,Diesel,1 461 cm3,5 790
Fiat,Punto,2017,100 000 km,Benzina,1 368 cm3,5 490
BMW,X3,2008,202 000 km,Diesel,1 995 cm3,7 450
Volkswagen,Golf,2012,167 800 km,Benzina,1 390 cm3,5 290
Opel,Zafira,2002,129 000 km,Benzina,1 796 cm3,18 500RON                                                                Negociabil
BMW,X5,2017,33 270 km,Diesel,2 993 cm3,47 498
Land,Rover,2020,1 km,Diesel,1 999 cm3,41 007
Audi,A3,2015,211 222 km,Diesel,1 986 cm3,12 000
Mercedes-Benz,GLK,2011,205 700 km,Diesel,2 198 cm3,9 990
Volkswagen,Tiguan,2014,200 000 km,Diesel,1 968 cm3,10 900
Volkswagen,Touran,2006,211 213 km,Diesel,1 968 cm3,3 690
Volkswagen,Scirocco,2009,194 000 km,Benzina,1 390 cm3,6 999
BMW,X6,2019,17 200 km,Benzina,2 998 cm3,90 400
BMW,Seria 1,2011,260 000 km,Diesel,1 995 cm3,7 800
Nissan,Qashqai,2018,198 075 km,Diesel,1 461 cm3,12 990
BMW,Seria 5,2012,214 000 km,Diesel,1 995 cm3,12 499
Skoda,Octavia,2007,298 000 km,Diesel,1 894 cm3,3 090
Mazda,3,2007,163 000 km,Diesel,1 560 cm3,2 990
Opel,Zafira,2015,203 000 km,Diesel,1 598 cm3,7 723
Volvo,S40,2008,159 000 km,Diesel,1 560 cm3,4 490
Peugeot,3008,2018,159 900 km,Diesel,1 560 cm3,13 990
Dacia,Lodgy,2012,226 000 km,Diesel,1 461 cm3,4 990
Suzuki,SX4,2013,170 000 km,Diesel,1 956 cm3,6 490
Toyota,C-HR,2018,43 400 km,Hibrid,1 798 cm3,18 495
Audi,A4,2008,240 000 km,Diesel,1 989 cm3,4 500
Audi,Q5,2012,245 000 km,Diesel,1 986 cm3,14 450
Opel,Insignia,2015,75 313 km,Diesel,1 956 cm3,9 490
BMW,Seria 5,2013,264 000 km,Diesel,2 993 cm3,13 650
Seat,Altea,2007,211 000 km,Diesel,1 900 cm3,3 499
Volkswagen,Passat,2018,170 800 km,Diesel,1 968 cm3,14 375
Skoda,Octavia,2017,127 449 km,Diesel,1 598 cm3,12 799
Mercedes-Benz,S,2015,130 780 km,Diesel,2 992 cm3,38 890
Renault,Kangoo,2017,24 098 km,Diesel,1 461 cm3,11 500
Volkswagen,Tiguan,2010,169 000 km,Benzina,1 400 cm3,6 690
Audi,A3,2010,99 000 km,Benzina,1 400 cm3,6 690
Volkswagen,Golf,2010,198 000 km,Benzina,1 400 cm3,5 690
Opel,Astra,2011,145 000 km,Benzina,1 600 cm3,4 690
Audi,A4,2009,209 000 km,Benzina,1 800 cm3,6 490
